id,product_name,price,quantity
477,Product_477,402.57,87
478,Product_478,43.02,10
479,Product_479,386.97,74
480,Product_480,441.7,93
481,Product_481,79.36,73
482,Product_482,260.78,39
483,Product_483,12.7,37
484,Product_484,266.22,97
485,Product_485,420.68,58
486,Product_486,168.0,88
487,Product_487,54.51,82
488,Product_488,157.3,56
489,Product_489,434.69,43
490,Product_490,143.94,15
491,Product_491,292.17,11
492,Product_492,426.0,62
493,Product_493,13.92,21
494,Product_494,350.73,84
495,Product_495,46.68,92
496,Product_496,284.98,26
497,Product_497,290.64,44
498,Product_498,44.71,22
499,Product_499,11.54,31
500,Product_500,113.2,33
501,Product_501,222.13,50
502,Product_502,165.03,37
503,Product_503,109.95,95
504,Product_504,474.86,91
505,Product_505,150.02,57
506,Product_506,75.62,65
507,Product_507,91.78,89
508,Product_508,220.13,31
509,Product_509,34.43,73
510,Product_510,136.87,92
511,Product_511,480.57,7
512,Product_512,293.42,62
513,Product_513,360.17,46
514,Product_514,442.04,35
515,Product_515,472.1,40
516,Product_516,382.94,61
517,Product_517,453.47,77
518,Product_518,467.63,64
519,Product_519,110.03,52
520,Product_520,169.0,1
521,Product_521,470.67,78
522,Product_522,353.61,23
523,Product_523,242.95,58
524,Product_524,286.28,63
525,Product_525,323.18,93
526,Product_526,446.99,99
527,Product_527,329.23,93
528,Product_528,404.22,46
529,Product_529,40.91,82
530,Product_530,317.58,74
531,Product_531,497.95,26
532,Product_532,45.39,99
533,Product_533,96.49,14
534,Product_534,100.52,9
535,Product_535,314.46,43
536,Product_536,473.03,96
537,Product_537,299.2,99
538,Product_538,353.58,34
539,Product_539,180.24,30
540,Product_540,82.38,59
541,Product_541,405.54,20
542,Product_542,193.67,21
543,Product_543,489.95,69
544,Product_544,315.4,68
545,Product_545,138.08,30
546,Product_546,266.49,93
547,Product_547,67.29,20
548,Product_548,295.89,50
549,Product_549,120.06,60
550,Product_550,461.46,84
551,Product_551,322.1,49
552,Product_552,377.74,71
553,Product_553,235.03,25
554,Product_554,192.63,1
555,Product_555,119.91,60
556,Product_556,308.24,39
557,Product_557,132.21,75
558,Product_558,422.78,31
559,Product_559,314.43,63
560,Product_560,349.67,91
561,Product_561,334.18,52
562,Product_562,289.67,35
563,Product_563,54.52,32
564,Product_564,453.18,69
565,Product_565,52.03,41
566,Product_566,201.43,88
567,Product_567,458.26,78
568,Product_568,403.84,8
569,Product_569,81.7,91
570,Product_570,290.07,46
571,Product_571,110.67,74
572,Product_572,360.01,64
573,Product_573,44.74,66
574,Product_574,238.53,52
575,Product_575,322.67,81
576,Product_576,68.08,98
577,Product_577,165.9,30
578,Product_578,58.57,75
579,Product_579,272.07,96
580,Product_580,178.12,61
581,Product_581,101.15,4
582,Product_582,499.76,82
583,Product_583,151.44,5
584,Product_584,335.53,10
585,Product_585,13.24,48
586,Product_586,431.17,34
587,Product_587,26.41,37
588,Product_588,348.29,93
589,Product_589,486.24,1
590,Product_590,468.5,19
591,Product_591,367.12,57
592,Product_592,187.61,75
593,Product_593,453.38,79
594,Product_594,404.72,34
595,Product_595,453.49,41
596,Product_596,268.95,8
597,Product_597,77.86,61
598,Product_598,176.73,40
599,Product_599,218.43,56
600,Product_600,21.13,13
601,Product_601,13.88,95
602,Product_602,143.11,51
603,Product_603,30.66,43
604,Product_604,77.14,93
605,Product_605,139.42,43
606,Product_606,252.97,59
607,Product_607,208.92,31
608,Product_608,12.76,45
609,Product_609,207.99,40
610,Product_610,412.4,31
611,Product_611,51.36,44
612,Product_612,419.0,23
613,Product_613,458.28,4
614,Product_614,343.3,65
615,Product_615,428.55,80
616,Product_616,393.63,84
617,Product_617,188.47,61
618,Product_618,482.58,13
619,Product_619,399.93,38
620,Product_620,161.0,86
621,Product_621,161.72,41
622,Product_622,465.8,67
623,Product_623,110.72,55
624,Product_624,281.14,29
625,Product_625,275.69,50
626,Product_626,156.74,70
627,Product_627,273.98,4
628,Product_628,386.5,44
629,Product_629,76.44,56
630,Product_630,315.01,65
631,Product_631,27.76,47
632,Product_632,249.78,56
633,Product_633,321.75,44
634,Product_634,77.64,37
635,Product_635,324.84,31
636,Product_636,454.07,19
637,Product_637,113.46,28
638,Product_638,152.5,19
639,Product_639,380.94,51
640,Product_640,465.13,91
641,Product_641,370.63,36
642,Product_642,225.12,13
643,Product_643,367.85,55
644,Product_644,25.03,36
645,Product_645,266.64,56
646,Product_646,370.47,22
647,Product_647,303.68,22
648,Product_648,241.39,61
649,Product_649,360.23,91
650,Product_650,74.44,81
651,Product_651,89.27,13
652,Product_652,104.19,70
653,Product_653,329.5,31
654,Product_654,368.71,39
655,Product_655,285.42,96
656,Product_656,339.8,41
657,Product_657,252.09,88
658,Product_658,181.45,5
659,Product_659,240.31,58
660,Product_660,284.24,79
661,Product_661,67.25,29
662,Product_662,121.21,19
663,Product_663,492.4,74
664,Product_664,37.66,55
665,Product_665,337.65,17
666,Product_666,428.55,68
667,Product_667,207.42,36
668,Product_668,410.1,6
669,Product_669,223.16,63
670,Product_670,421.05,45
671,Product_671,470.36,36
672,Product_672,181.96,50
673,Product_673,56.57,76
674,Product_674,191.54,18
675,Product_675,420.05,15
676,Product_676,216.57,75
677,Product_677,383.29,20
678,Product_678,406.83,44
679,Product_679,160.14,95
680,Product_680,222.19,79
681,Product_681,373.23,84
682,Product_682,237.11,45
683,Product_683,241.82,89
684,Product_684,210.26,13
685,Product_685,108.83,46
686,Product_686,437.23,16
687,Product_687,219.41,68
688,Product_688,197.16,47
689,Product_689,44.28,15
690,Product_690,292.03,59
691,Product_691,473.92,68
692,Product_692,232.33,52
693,Product_693,241.56,16
694,Product_694,485.39,9
695,Product_695,259.08,65
696,Product_696,284.46,31
697,Product_697,455.67,57
698,Product_698,419.69,70
699,Product_699,440.79,42
700,Product_700,300.08,8
701,Product_701,19.73,47
702,Product_702,330.69,48
703,Product_703,286.35,66
704,Product_704,467.52,41
705,Product_705,296.92,86
706,Product_706,47.19,24
707,Product_707,156.36,71
708,Product_708,272.79,36
709,Product_709,20.73,35
710,Product_710,51.33,69
711,Product_711,285.56,50
712,Product_712,417.27,85
713,Product_713,280.74,72
714,Product_714,480.23,96
715,Product_715,237.1,10
716,Product_716,348.17,71
717,Product_717,466.74,98
718,Product_718,146.31,66
719,Product_719,258.77,81
720,Product_720,486.1,59
721,Product_721,197.31,67
722,Product_722,46.56,59
723,Product_723,99.46,32
724,Product_724,167.76,6
725,Product_725,309.74,80
726,Product_726,426.59,49
727,Product_727,67.71,25
728,Product_728,121.45,54
729,Product_729,216.72,46
730,Product_730,167.56,6
731,Product_731,54.83,45
732,Product_732,388.74,16
733,Product_733,169.44,95
734,Product_734,66.56,94
735,Product_735,329.24,85
736,Product_736,83.62,84
737,Product_737,438.2,91
738,Product_738,46.48,50
739,Product_739,304.28,7
740,Product_740,234.8,29
741,Product_741,266.26,21
742,Product_742,489.58,69
743,Product_743,261.81,34
744,Product_744,447.48,4
745,Product_745,221.88,79
746,Product_746,481.01,13
747,Product_747,290.81,93
748,Product_748,240.8,13
749,Product_749,249.43,75
750,Product_750,148.06,13
751,Product_751,451.67,27
752,Product_752,191.2,30
753,Product_753,341.42,49
754,Product_754,225.4,88
755,Product_755,91.32,36
756,Product_756,116.78,37
757,Product_757,445.46,59
758,Product_758,341.84,57
759,Product_759,116.7,50
760,Product_760,143.06,60
761,Product_761,295.71,54
762,Product_762,19.14,63
763,Product_763,495.55,8
764,Product_764,45.05,76
765,Product_765,140.1,20
766,Product_766,329.81,9
767,Product_767,374.35,86
768,Product_768,149.3,50
769,Product_769,133.02,63
770,Product_770,352.83,57
771,Product_771,50.42,28
772,Product_772,122.23,20
773,Product_773,271.4,6
774,Product_774,490.89,19
775,Product_775,284.0,1
776,Product_776,140.26,43
777,Product_777,498.12,77
778,Product_778,468.18,6
779,Product_779,360.9,12
780,Product_780,478.66,86
781,Product_781,152.92,94
782,Product_782,401.24,75
783,Product_783,288.85,82
784,Product_784,229.12,59
785,Product_785,210.56,95
786,Product_786,484.25,75
787,Product_787,413.25,57
788,Product_788,75.01,3
789,Product_789,81.98,39
790,Product_790,98.96,71
791,Product_791,123.53,85
792,Product_792,249.22,28
793,Product_793,480.97,25
794,Product_794,439.65,88
795,Product_795,399.08,70
796,Product_796,345.74,36
797,Product_797,444.15,85
798,Product_798,266.03,19
799,Product_799,132.34,85
800,Product_800,345.04,82
801,Product_801,114.74,57
802,Product_802,295.6,44
803,Product_803,147.03,52
804,Product_804,435.03,9
805,Product_805,416.84,66
806,Product_806,244.99,88
807,Product_807,138.19,58
808,Product_808,10.69,9
809,Product_809,60.24,15
810,Product_810,340.67,93
811,Product_811,486.98,15
812,Product_812,480.68,28
813,Product_813,380.81,9
814,Product_814,167.1,31
815,Product_815,269.94,68
816,Product_816,28.51,88
817,Product_817,11.69,55
818,Product_818,454.59,67
819,Product_819,499.72,28
820,Product_820,67.25,12
821,Product_821,148.21,73
822,Product_822,476.31,50
823,Product_823,431.43,96
824,Product_824,76.13,83
825,Product_825,289.45,63
826,Product_826,388.69,96
827,Product_827,63.02,52
828,Product_828,312.67,30
829,Product_829,429.0,22
830,Product_830,331.86,52
831,Product_831,270.17,17
832,Product_832,46.58,90
833,Product_833,302.11,38
834,Product_834,84.47,63
835,Product_835,63.04,75
836,Product_836,373.17,15
837,Product_837,141.72,94
838,Product_838,94.86,80
839,Product_839,418.93,66
840,Product_840,215.68,69
841,Product_841,43.38,5
842,Product_842,167.19,80
843,Product_843,10.54,12
844,Product_844,209.24,5
845,Product_845,297.64,81
846,Product_846,442.45,9
847,Product_847,145.36,30
848,Product_848,117.56,64
849,Product_849,426.51,100
850,Product_850,165.86,77
851,Product_851,61.22,42
852,Product_852,281.82,85
853,Product_853,455.75,95
854,Product_854,493.21,87
855,Product_855,174.63,31
856,Product_856,394.89,83
857,Product_857,141.1,57
858,Product_858,299.08,20
859,Product_859,83.69,2
860,Product_860,310.06,15
861,Product_861,125.77,45
862,Product_862,466.63,5
863,Product_863,269.97,5
864,Product_864,193.03,68
865,Product_865,283.27,53
866,Product_866,465.45,73
867,Product_867,458.09,83
868,Product_868,253.69,93
869,Product_869,149.52,68
870,Product_870,479.43,78
871,Product_871,160.91,82
872,Product_872,49.35,91
873,Product_873,394.32,51
874,Product_874,431.37,99
875,Product_875,203.55,71
876,Product_876,387.92,31
877,Product_877,389.78,63
878,Product_878,361.38,94
879,Product_879,30.32,31
880,Product_880,392.79,63
881,Product_881,237.5,20
882,Product_882,213.03,43
883,Product_883,278.41,57
884,Product_884,255.06,68
885,Product_885,255.35,21
886,Product_886,124.5,59
887,Product_887,446.41,47
888,Product_888,221.72,30
889,Product_889,464.06,92
890,Product_890,76.88,33
891,Product_891,18.69,51
892,Product_892,479.17,44
893,Product_893,255.94,13
894,Product_894,35.56,50
895,Product_895,391.42,76
896,Product_896,227.79,2
897,Product_897,255.21,55
898,Product_898,402.52,74
899,Product_899,480.52,35
900,Product_900,375.81,36
901,Product_901,451.42,57
902,Product_902,470.77,24
903,Product_903,493.25,62
904,Product_904,377.81,73
905,Product_905,122.91,36
906,Product_906,133.2,57
907,Product_907,174.31,71
908,Product_908,492.55,9
909,Product_909,215.32,14
910,Product_910,490.01,45
911,Product_911,10.07,56
912,Product_912,378.23,97
913,Product_913,133.13,16
914,Product_914,177.36,60
915,Product_915,390.01,9
916,Product_916,274.89,83
917,Product_917,225.25,89
918,Product_918,172.39,68
919,Product_919,475.16,71
920,Product_920,89.61,99
921,Product_921,496.65,31
922,Product_922,222.62,28
923,Product_923,167.36,2
924,Product_924,303.28,37
925,Product_925,272.69,18
926,Product_926,400.93,93
927,Product_927,111.07,59
928,Product_928,492.36,10
929,Product_929,288.39,67
930,Product_930,372.16,4
931,Product_931,135.67,4
932,Product_932,89.35,96
933,Product_933,333.92,52
934,Product_934,407.12,53
935,Product_935,98.22,87
936,Product_936,374.53,56
937,Product_937,248.7,90
938,Product_938,232.39,16
939,Product_939,226.45,87
940,Product_940,279.38,13
941,Product_941,30.93,39
942,Product_942,75.36,44
943,Product_943,471.82,75
944,Product_944,267.04,56
945,Product_945,236.5,77
946,Product_946,216.14,87
947,Product_947,157.14,56
948,Product_948,185.74,67
949,Product_949,194.87,78
950,Product_950,10.49,86
951,Product_951,268.29,38
952,Product_952,213.14,44
953,Product_953,81.45,55
954,Product_954,334.41,26
955,Product_955,277.74,83
956,Product_956,253.86,37
957,Product_957,375.98,45
958,Product_958,402.14,93
959,Product_959,319.02,10
960,Product_960,294.4,9
961,Product_961,81.29,39
962,Product_962,201.56,20
963,Product_963,264.35,72
964,Product_964,352.09,2
965,Product_965,104.82,41
966,Product_966,449.06,20
967,Product_967,383.2,33
968,Product_968,479.97,94
969,Product_969,429.53,91
970,Product_970,487.77,10
971,Product_971,284.52,23
972,Product_972,93.28,10
973,Product_973,424.07,72
974,Product_974,129.55,50
975,Product_975,115.27,71
976,Product_976,141.66,52
977,Product_977,296.89,3
978,Product_978,120.78,38
979,Product_979,33.96,16
980,Product_980,25.71,81
981,Product_981,367.09,68
982,Product_982,52.9,25
983,Product_983,244.76,63
984,Product_984,101.11,61
985,Product_985,73.41,57
986,Product_986,69.61,53
987,Product_987,62.25,16
988,Product_988,310.14,30
989,Product_989,209.2,10
990,Product_990,161.19,58
991,Product_991,104.31,41
992,Product_992,450.04,20
993,Product_993,475.0,22
994,Product_994,495.06,19
995,Product_995,294.13,57
996,Product_996,379.79,75
997,Product_997,18.73,15
998,Product_998,131.84,27
999,Product_999,291.94,63
1000,Product_1000,463.85,19
